snapped_at,price,market_cap,total_volume
2021-03-02 00:00:00 UTC,4.115216615419141,395276210.38300925,278698277.1372421
2021-03-03 00:00:00 UTC,4.019443797136884,580832743.5806352,300359107.82868314
2021-03-04 00:00:00 UTC,4.090446106002033,591704052.0053976,242013282.42536384
2021-03-05 00:00:00 UTC,3.865638232353363,556021544.4050748,183870405.31030378
2021-03-06 00:00:00 UTC,3.758235758695537,539405012.2580892,206823290.50552472
2021-03-07 00:00:00 UTC,3.8258856398916588,551124289.162094,147020004.3235937
2021-03-08 00:00:00 UTC,3.9917426963287834,574997525.6648496,250538388.6911244
2021-03-09 00:00:00 UTC,4.319622522221545,622744790.4180722,333154355.312264
2021-03-10 00:00:00 UTC,4.4495244710965345,642208803.4141104,291459861.4559775
2021-03-11 00:00:00 UTC,4.017147740224663,580588169.143378,304302034.47183347
2021-03-12 00:00:00 UTC,4.00756223050982,577204718.4911067,264160496.2384368
2021-03-13 00:00:00 UTC,3.80808914079746,549339678.5211073,282056621.8620681
2021-03-14 00:00:00 UTC,4.154027326263291,600111204.7030053,276482187.0767951
2021-03-15 00:00:00 UTC,3.875137013267519,563699334.4114103,231536220.63325655
2021-03-16 00:00:00 UTC,3.942713126844366,573677920.2717947,348675564.1932536
2021-03-17 00:00:00 UTC,4.583272425772953,664904577.2278439,421731197.89844745
2021-03-18 00:00:00 UTC,5.017501714689645,739127940.2392484,466318760.6514901
2021-03-19 00:00:00 UTC,4.578416625985792,682050761.6621381,321569733.8894868
2021-03-20 00:00:00 UTC,4.915456473582214,733110174.5217125,328568791.92279166
2021-03-21 00:00:00 UTC,4.732416361968719,705405056.3007714,208757034.2567422
2021-03-22 00:00:00 UTC,4.674776664858316,697159595.0199405,239002346.44867262
2021-03-23 00:00:00 UTC,4.307185182847776,647866947.0516037,269112829.94694215
2021-03-24 00:00:00 UTC,4.109396925968842,612578056.0623943,266338541.4424201
2021-03-25 00:00:00 UTC,3.7144397489982377,562460453.5487901,233665970.7674158
2021-03-26 00:00:00 UTC,3.6661865186226117,547163398.4296973,152714310.74395162
2021-03-27 00:00:00 UTC,4.012968817087219,598992171.5140115,108118512.03197253
2021-03-28 00:00:00 UTC,4.001966708744272,599426216.2784212,98435601.60551718
2021-03-29 00:00:00 UTC,4.083901710030849,610474176.4371064,107371084.5643868
2021-03-30 00:00:00 UTC,4.5786518907497475,683960920.0813736,204053518.46641767
2021-03-31 00:00:00 UTC,4.499757437167966,677431039.990028,121647998.38315472
2021-04-01 00:00:00 UTC,4.321349938403499,652071831.9918817,128556663.8471159
2021-04-02 00:00:00 UTC,4.460199151932342,674023059.1595311,131388966.66593382
2021-04-03 00:00:00 UTC,4.680863503716494,703465554.6897049,143407177.62201157
2021-04-04 00:00:00 UTC,4.246245080707285,641364821.5504814,180498230.03232935
2021-04-05 00:00:00 UTC,4.583263685671269,691949014.179901,140189549.4727594
2021-04-06 00:00:00 UTC,5.267277765179232,793864839.6960206,368653107.9976956
2021-04-07 00:00:00 UTC,5.225707458384656,790010528.6113528,454930891.2334731
2021-04-08 00:00:00 UTC,5.541179054535313,846543566.7665493,767812327.9038289
2021-04-09 00:00:00 UTC,6.210334894207091,963059143.9534534,798729610.6793917
2021-04-10 00:00:00 UTC,6.104218306011265,946099932.7609789,523711983.6987413
2021-04-11 00:00:00 UTC,5.745231579869447,885523061.5315887,345118540.6161618
2021-04-12 00:00:00 UTC,5.675246055600072,875617340.5821526,208472169.60475388
2021-04-13 00:00:00 UTC,5.535183014606876,855543711.6962742,248774657.0880739
2021-04-14 00:00:00 UTC,5.642252302755299,869800164.8759369,244196987.20658818
2021-04-15 00:00:00 UTC,5.883046431578456,922358092.933892,325262451.33495605
2021-04-16 00:00:00 UTC,6.094856704513856,955726118.0105224,323581013.6813898
2021-04-17 00:00:00 UTC,5.817229921909279,913614259.613764,224889343.02611116
2021-04-18 00:00:00 UTC,6.474073383602032,1007886236.1437541,304006314.21940565
2021-04-19 00:00:00 UTC,5.2754576553089585,831395182.7511938,487660918.1026287
2021-04-20 00:00:00 UTC,4.849782513605388,761592373.7500094,222282312.30805516
2021-04-21 00:00:00 UTC,5.008304342374768,788079136.0496523,280156896.0722755
2021-04-22 00:00:00 UTC,5.045825241932305,798293736.150357,305836490.16623896
2021-04-23 00:00:00 UTC,4.612725093248064,736067408.7873663,294377496.3568451
2021-04-24 00:00:00 UTC,4.27735429034229,673870134.356246,327756117.1262163
2021-04-25 00:00:00 UTC,3.9351904057959355,626517588.5589343,129542675.68114148
2021-04-26 00:00:00 UTC,3.9788192759704084,627173438.1785103,94554280.4463528
2021-04-27 00:00:00 UTC,4.544625227637263,716218862.9916033,153022615.4356909
2021-04-28 00:00:00 UTC,5.130118126674353,810916651.3846908,258069213.95827234
2021-04-29 00:00:00 UTC,5.551676698418326,875954482.3366864,480299344.6575442
2021-04-30 00:00:00 UTC,5.46420521858951,866933353.1236649,340849625.2144273
2021-05-01 00:00:00 UTC,5.665324228948151,899156017.8954971,204960361.3429897
2021-05-02 00:00:00 UTC,5.5092153415984235,872226295.0979773,139953236.0492414
2021-05-03 00:00:00 UTC,5.363370514340991,850695296.5621377,115263519.58682257
2021-05-04 00:00:00 UTC,5.863427031444582,931806678.4386209,207921867.57765412
2021-05-05 00:00:00 UTC,5.222558363824014,838390161.52439,262026359.0435943
2021-05-06 00:00:00 UTC,5.9813965599902845,954415103.8814425,321592838.35526675
2021-05-07 00:00:00 UTC,6.617718404183795,1076090567.806415,1009851039.3124721
2021-05-08 00:00:00 UTC,6.585821941629497,1065857283.8390002,384248260.099111
2021-05-09 00:00:00 UTC,7.45414135911195,1205021005.8748517,530644792.3153413
2021-05-10 00:00:00 UTC,7.069892753836146,1139763942.751426,420999667.2472134
2021-05-11 00:00:00 UTC,6.2001326682602995,1006629272.9828343,353650010.6963371
2021-05-12 00:00:00 UTC,6.516352972698879,1052735606.3953719,279129066.52107644
2021-05-13 00:00:00 UTC,5.62334563277392,943211109.3998371,331212714.3893564
2021-05-14 00:00:00 UTC,5.553435159192136,924667908.856775,362112540.37536705
2021-05-15 00:00:00 UTC,5.753255949837228,962438479.2646621,177926916.43103954
2021-05-16 00:00:00 UTC,5.262162630008583,883652520.9347873,245068294.28151804
2021-05-17 00:00:00 UTC,5.058799181439396,841657309.1482903,270223097.4542641
2021-05-18 00:00:00 UTC,4.70824649241792,791926319.4804603,226440458.02244273
2021-05-19 00:00:00 UTC,5.302843074111118,874464390.7929194,223679732.0907901
2021-05-20 00:00:00 UTC,3.312480335877187,558132199.2721007,403505522.8026693
2021-05-21 00:00:00 UTC,3.597471169700879,596844438.9586577,237057076.4904834
2021-05-22 00:00:00 UTC,3.065238444917096,510480801.92033136,181747135.43107647
2021-05-23 00:00:00 UTC,2.7307390797104216,458296545.147353,130217382.06556503
2021-05-24 00:00:00 UTC,2.3778983760962715,396287685.5572209,173158874.1966049
2021-05-25 00:00:00 UTC,2.933155447912761,492787351.98627865,160890900.6536414
2021-05-26 00:00:00 UTC,2.8834571203100734,482587789.2067511,124626037.35463448
2021-05-27 00:00:00 UTC,3.405476016650952,568053440.9440016,174444263.16591713
2021-05-28 00:00:00 UTC,3.276214464432251,551282315.2162057,99494513.980009
2021-05-29 00:00:00 UTC,2.7609117657088125,462278560.1296087,121595299.06972001
2021-05-30 00:00:00 UTC,2.571789105709892,435381354.67670184,96069061.90988846
2021-05-31 00:00:00 UTC,2.8813141320343005,483784868.5481767,83984211.50778559
2021-06-01 00:00:00 UTC,3.2064160134248647,535443776.9619563,117543125.5751572
2021-06-02 00:00:00 UTC,3.1166328370112115,522647756.74282175,78002610.7092433
2021-06-03 00:00:00 UTC,3.389688050405772,585782616.2784841,125769093.10404569
2021-06-04 00:00:00 UTC,3.5003348357728075,606064203.0209515,97562031.2511848
2021-06-05 00:00:00 UTC,3.3893564588400227,584677707.7309277,182921773.47159544
2021-06-06 00:00:00 UTC,3.6746782447213615,621864645.6778533,216557054.3047875
2021-06-07 00:00:00 UTC,3.889105215915231,666637108.0029972,162829780.80047828
2021-06-08 00:00:00 UTC,3.3636609212402115,581643590.5936009,94366895.32444067
2021-06-09 00:00:00 UTC,3.108175197122694,539006228.9355785,121703258.05249625
2021-06-10 00:00:00 UTC,3.173716456941402,543410493.5199692,160359740.6730602
2021-06-11 00:00:00 UTC,3.014994457813132,524323882.50902635,102803042.25297506
2021-06-12 00:00:00 UTC,2.7294238979289775,470522135.4942805,69042152.98022892
2021-06-13 00:00:00 UTC,2.7477782009621476,476804384.1267395,67507491.29128052
2021-06-14 00:00:00 UTC,3.0181845331730193,518109483.63118035,79045728.33064882
2021-06-15 00:00:00 UTC,3.6944788194173364,639926933.9731914,322112082.77074957
2021-06-16 00:00:00 UTC,3.775156820392905,653543681.5230175,105425480.82083376
2021-06-17 00:00:00 UTC,3.574329047457652,617018770.5769897,116131013.50125258
2021-06-18 00:00:00 UTC,3.4195854999448607,587292311.3076193,104111786.65614401
2021-06-19 00:00:00 UTC,3.148849485826534,545009803.1555845,64901360.764846906
2021-06-20 00:00:00 UTC,3.03064452965539,523337298.0850496,50999803.26695576
2021-06-21 00:00:00 UTC,3.4613883271623447,597641118.4418603,89332329.56980318
2021-06-22 00:00:00 UTC,2.674328231712197,469369555.80229884,173429051.7923254
2021-06-23 00:00:00 UTC,2.387914688988537,412265266.4858956,144103840.17202133
2021-06-24 00:00:00 UTC,2.612703921427261,450506858.7481105,98892999.93381071
2021-06-25 00:00:00 UTC,2.69685277159586,465868234.6433935,60717572.24286301
2021-06-26 00:00:00 UTC,2.3873492971207733,414561167.3195417,71833422.58281274
2021-06-27 00:00:00 UTC,2.3307485931710383,402091611.60421646,56335004.217660375
2021-06-28 00:00:00 UTC,2.5072800144794227,433013645.66181374,47190876.28669583
2021-06-29 00:00:00 UTC,2.467777184252188,426435321.6635511,88049564.52163677
2021-06-30 00:00:00 UTC,2.539061960040798,440106002.2213497,66741912.61018553
2021-07-01 00:00:00 UTC,2.534191913559134,437666770.9129746,52219187.81816322
2021-07-02 00:00:00 UTC,2.390774209414228,412675062.7112157,37768614.50175786
2021-07-03 00:00:00 UTC,2.4033028140918633,415092159.7140943,33930223.18766191
2021-07-04 00:00:00 UTC,2.4675923483412063,425675838.2283664,36038500.60906434
2021-07-05 00:00:00 UTC,2.538350137145136,440245418.11453015,48678829.6712581
2021-07-06 00:00:00 UTC,2.5097236908613896,433920330.9973605,53075287.704855986
2021-07-07 00:00:00 UTC,2.8367627888322953,489796965.1048171,118830796.9762854
2021-07-08 00:00:00 UTC,2.759160831900123,477084654.457167,56484411.32755601
2021-07-09 00:00:00 UTC,2.5153159185349394,434861353.98207664,47761563.78667542
2021-07-10 00:00:00 UTC,2.592841275511306,448329084.2272519,42138344.183688514
2021-07-11 00:00:00 UTC,2.496497407547064,431830974.86777866,30266434.148717843
2021-07-12 00:00:00 UTC,2.5215508192314036,435996469.87047416,24353472.70708182
2021-07-13 00:00:00 UTC,2.4307942860662215,419496606.3252018,32891551.477541134
2021-07-14 00:00:00 UTC,2.30872441478444,399999319.3084224,27780436.413969923
2021-07-15 00:00:00 UTC,2.2951087803287975,401378874.2455929,34182637.574901655
2021-07-16 00:00:00 UTC,2.1376450858642038,374442522.33039176,35200193.824191056
2021-07-17 00:00:00 UTC,1.9683621890580474,355027157.3512652,53271177.12696434
2021-07-18 00:00:00 UTC,2.0115186235134925,363344856.3592715,29201395.07385771
2021-07-19 00:00:00 UTC,2.039920546321222,368350747.98795843,24802935.751635607
2021-07-20 00:00:00 UTC,1.8135443452940512,327583490.99871665,41894063.542587206
2021-07-21 00:00:00 UTC,1.7223541046790063,310853630.23711747,47472101.64971608
2021-07-22 00:00:00 UTC,1.8273047787224934,328253808.3445674,41223213.12681208
2021-07-23 00:00:00 UTC,2.0643069150262088,372238003.36056715,62102592.22652406
2021-07-24 00:00:00 UTC,2.109192257047623,379968262.2763017,81753482.04992694
2021-07-25 00:00:00 UTC,2.0464621196686594,368654682.54869944,57243485.3017309
2021-07-26 00:00:00 UTC,2.0544270397008875,369937001.44790465,73996080.51593044
2021-07-27 00:00:00 UTC,2.130861703453398,386325851.40159446,157672125.70935366
2021-07-28 00:00:00 UTC,2.200619547328598,396255565.0901003,104157892.47323366
2021-07-29 00:00:00 UTC,2.1795097655114906,393038579.4687625,75116274.18965225
2021-07-30 00:00:00 UTC,2.2504756741585865,406348627.9709037,86816917.14575101
2021-07-31 00:00:00 UTC,2.3110831046705407,416434660.4486479,103374211.20347224
2021-08-01 00:00:00 UTC,2.396716831556835,432485738.1873131,79651262.03162847
2021-08-02 00:00:00 UTC,2.3262514009655955,419220179.12852365,91852710.1711647
2021-08-03 00:00:00 UTC,2.31881130867969,418985676.70793813,76951987.83640346
2021-08-04 00:00:00 UTC,2.2337886923051644,402818194.44900084,107122196.5792357
2021-08-05 00:00:00 UTC,2.347564506786331,894247218.8548774,137261623.28610682
2021-08-06 00:00:00 UTC,2.4094398702809214,915946613.3884441,136449711.37604076
2021-08-07 00:00:00 UTC,2.511561371527863,955295404.7450129,151900077.60058546
2021-08-08 00:00:00 UTC,2.7146400590632944,1033130069.4471037,154599842.25831676
2021-08-09 00:00:00 UTC,2.485504256995029,947657640.3308585,76620591.88233292
2021-08-10 00:00:00 UTC,2.768621268245637,1800821119.9526978,186815432.1202617
2021-08-11 00:00:00 UTC,2.7989984945247746,1823543507.195156,173137417.69922584
2021-08-12 00:00:00 UTC,2.958432016067718,533074625.31602496,128124458.2570901
2021-08-13 00:00:00 UTC,2.7985228519724292,505386429.2204604,147664864.0872389
2021-08-14 00:00:00 UTC,3.0633171962969725,552763726.1259212,130999768.62713158
2021-08-15 00:00:00 UTC,3.041949209590825,549118340.2360263,75348829.12940088
2021-08-16 00:00:00 UTC,3.053077986743734,550926011.4160537,67666924.30034181
2021-08-17 00:00:00 UTC,3.0438854319694144,557970414.7594578,127893757.19391094
2021-08-18 00:00:00 UTC,3.0453128492229053,553213745.3364292,192175449.23505244
2021-08-19 00:00:00 UTC,3.1573478682937193,570733718.6372916,160918051.91246715
2021-08-20 00:00:00 UTC,3.386902337874229,602886031.8075969,177651125.19316652
2021-08-21 00:00:00 UTC,3.4427033859022593,619687846.1449181,141403109.9846154
2021-08-22 00:00:00 UTC,3.365416676000797,608155779.2701185,113848832.68305743
2021-08-23 00:00:00 UTC,3.3756278566895483,609373007.0063531,85766342.73572797
2021-08-24 00:00:00 UTC,3.4049468261147435,614578268.2977934,81052382.81706308
2021-08-25 00:00:00 UTC,3.082039392781048,559617357.6918007,117237765.60844278
2021-08-26 00:00:00 UTC,3.173727763808183,573813783.6503506,86529014.14924647
2021-08-27 00:00:00 UTC,2.963940808259573,536116463.471526,88044207.9707483
2021-08-28 00:00:00 UTC,3.2104626472400324,578983071.3296702,130160700.1450059
2021-08-29 00:00:00 UTC,3.291090669738826,594327029.6720124,101413698.85815458
2021-08-30 00:00:00 UTC,3.1614077361134965,570871246.4070252,62735484.77747804
2021-08-31 00:00:00 UTC,3.0184125366368546,543474185.1704983,74377100.76245148
2021-09-01 00:00:00 UTC,3.0621752893463925,552720022.4601092,97606643.24025944
2021-09-02 00:00:00 UTC,3.3585037783590512,605644309.5080248,128118318.21812421
2021-09-03 00:00:00 UTC,3.3627133946826633,608081167.8645989,106653282.59015132
2021-09-04 00:00:00 UTC,3.576772224755588,641925379.4597839,158642448.06928194
2021-09-05 00:00:00 UTC,3.699044838714503,669398571.3952777,133803139.0126547
2021-09-06 00:00:00 UTC,3.828871495872903,692161837.3665892,151008728.6973327
2021-09-07 00:00:00 UTC,3.721858139430886,673370822.7098674,129832540.74256681
2021-09-08 00:00:00 UTC,2.939270605371045,531456681.2353229,220036217.34039643
2021-09-09 00:00:00 UTC,2.9165650097068965,528235660.19906837,149480148.40965056
2021-09-10 00:00:00 UTC,3.03315842019414,548470965.9678591,102157756.28814462
2021-09-11 00:00:00 UTC,2.875417439148849,518283911.84706277,78901390.92395264
2021-09-12 00:00:00 UTC,2.9081140811804476,525086875.9050737,51466539.51466484
2021-09-13 00:00:00 UTC,2.992365887510459,540852673.3367876,63327000.830455594
2021-09-14 00:00:00 UTC,2.8533169122394786,514814162.74128103,63000200.5355023
2021-09-15 00:00:00 UTC,3.0734538513984657,553394002.4664409,90436641.7393353
2021-09-16 00:00:00 UTC,3.293163931221909,591434565.8533019,124125220.79459246
2021-09-17 00:00:00 UTC,3.3402015661073094,602184539.4576505,190647625.49443427
2021-09-18 00:00:00 UTC,3.1047369612052598,562915384.3325241,93909241.54595706
2021-09-19 00:00:00 UTC,3.1282153228244103,564437143.6559094,79786708.3661182
2021-09-20 00:00:00 UTC,2.9708949973937244,537300029.1615186,62078065.564060435
2021-09-21 00:00:00 UTC,2.570742099111357,462516841.9973773,108524031.04203431
2021-09-22 00:00:00 UTC,2.303854158912545,415170327.21109587,93783440.95802574
2021-09-23 00:00:00 UTC,2.6176290145255936,471693805.07181835,87593784.13086037
2021-09-24 00:00:00 UTC,2.7790803721370088,501984533.7548452,105166286.23244041
2021-09-25 00:00:00 UTC,2.5452278490536067,458689059.610394,98840353.89176631
2021-09-26 00:00:00 UTC,2.505318058263156,451997837.17946833,59183131.3879939
2021-09-27 00:00:00 UTC,2.6816726125364707,484443766.68960553,150293406.25232717
2021-09-28 00:00:00 UTC,2.5210220525311025,457448282.1250208,124459722.13230255
2021-09-29 00:00:00 UTC,2.375269147801371,429537844.73397696,79007094.50693011
2021-09-30 00:00:00 UTC,2.502943145443214,450464357.31123865,94021207.08427817
2021-10-01 00:00:00 UTC,2.5521898578004345,460783004.99861866,81525821.60299301
2021-10-02 00:00:00 UTC,2.919038478693901,525733465.7006754,148317363.2054761
2021-10-03 00:00:00 UTC,3.059450133862571,551723106.0876771,160543181.9948597
2021-10-04 00:00:00 UTC,3.0817719922661264,556855419.803641,146898169.24509224
2021-10-05 00:00:00 UTC,3.1673228161119167,575248631.9460446,144918107.71346128
2021-10-06 00:00:00 UTC,3.2755007030422396,592431868.7333629,142191780.91205043
2021-10-07 00:00:00 UTC,3.1241571236446357,563988319.0595027,136345909.2645514
2021-10-08 00:00:00 UTC,3.137930835416793,566598292.2414997,112873537.13079712
2021-10-09 00:00:00 UTC,3.157617687709605,569925056.3537207,97344406.27224007
2021-10-10 00:00:00 UTC,3.1999803344518365,579282101.4536687,60447140.37004477
2021-10-11 00:00:00 UTC,2.9626323005816944,534769887.241218,67210130.96918507
2021-10-12 00:00:00 UTC,2.9031812462948645,522370055.7615225,72850529.53678393
2021-10-13 00:00:00 UTC,2.8921169240219737,523115042.9218268,84353231.09988068
2021-10-14 00:00:00 UTC,2.963763892764054,535648097.3867303,88765351.66639511
2021-10-15 00:00:00 UTC,3.3545564208326724,606514697.1849877,239715242.78498298
2021-10-16 00:00:00 UTC,3.2533677501803013,589134526.6217756,168258708.92498967
2021-10-17 00:00:00 UTC,3.2233035725698813,583131329.8467036,70923598.04966436
2021-10-18 00:00:00 UTC,3.502597423873391,637422307.3463259,188109466.52468443
2021-10-19 00:00:00 UTC,3.442755764845036,624923523.6383735,188517804.53630313
2021-10-20 00:00:00 UTC,3.741046490347756,678193856.0189912,156238017.84771305
2021-10-21 00:00:00 UTC,4.207564858456753,761896541.1186248,228695788.05593595
2021-10-22 00:00:00 UTC,4.14192191686218,750180444.4826022,245892846.68680248
2021-10-23 00:00:00 UTC,4.046376121326963,731273075.0902469,180417653.9655441
2021-10-24 00:00:00 UTC,4.0125251592278435,725011829.2529464,110263608.38351576
2021-10-25 00:00:00 UTC,3.8351795007310963,691808863.2643592,130643809.82035813
2021-10-26 00:00:00 UTC,4.053224341812113,732558368.3728427,139062714.01319206
2021-10-27 00:00:00 UTC,3.94858653063701,715521845.0039777,130766399.47496524
2021-10-28 00:00:00 UTC,5.615125067266657,1007477416.385785,2338983773.024619
2021-10-29 00:00:00 UTC,5.15336709126166,931943483.3089819,503687772.1967059
2021-10-30 00:00:00 UTC,5.042821565683332,903884947.0677836,263560620.06479928
2021-10-31 00:00:00 UTC,4.694289961282009,847790297.7883546,141374167.2122887
2021-11-01 00:00:00 UTC,4.5884876142770255,829227928.9647762,187608758.2653361
2021-11-02 00:00:00 UTC,4.576683443186532,826237976.3979179,175180147.53162146
2021-11-03 00:00:00 UTC,4.629742186124991,834819587.0212231,144038299.80457652
2021-11-04 00:00:00 UTC,4.422394110683913,799712887.4196162,133781070.0509153
2021-11-05 00:00:00 UTC,4.530948025388353,803039863.7454562,189808893.99533707
2021-11-06 00:00:00 UTC,4.415150817230272,797921761.2017218,108910031.17327847
2021-11-07 00:00:00 UTC,4.426180152916149,796266910.7465943,124528392.06052509
2021-11-08 00:00:00 UTC,4.57594201026597,825860734.3796436,114889423.2065254
2021-11-09 00:00:00 UTC,4.6076183406813005,830447080.4157003,130942221.32873046
2021-11-10 00:00:00 UTC,4.457059482724901,809830463.2887415,130380156.49693179
2021-11-11 00:00:00 UTC,4.0708290344980655,732221287.178667,248677651.2243125
2021-11-12 00:00:00 UTC,4.301822875230168,776164220.5875638,176466656.23450172
2021-11-13 00:00:00 UTC,4.172681222875177,753135191.6507336,110185033.12582129
2021-11-14 00:00:00 UTC,4.282593759569688,772544714.308935,105058585.74542691
2021-11-15 00:00:00 UTC,4.2756696114225985,769267688.61067,92744451.53732629
2021-11-16 00:00:00 UTC,4.205708374504831,759635259.437002,97553753.56472488
2021-11-17 00:00:00 UTC,3.871246255715916,699846436.2969525,158892332.13979125
2021-11-18 00:00:00 UTC,3.934997857768276,706266408.4532335,112915747.05454785
2021-11-19 00:00:00 UTC,3.548780953193249,640552427.083729,131904910.50805384
2021-11-20 00:00:00 UTC,3.919757838810689,706980767.5412223,118391200.58538577
2021-11-21 00:00:00 UTC,3.9973111730485367,722461714.5277315,116520777.95488517
2021-11-22 00:00:00 UTC,4.023586670810448,732578927.081233,185017358.4960013
2021-11-23 00:00:00 UTC,3.819826005112395,689544332.7161819,134071522.09466061
2021-11-24 00:00:00 UTC,4.04448856195824,731612719.9801258,163822241.101888
2021-11-25 00:00:00 UTC,3.9938530933633207,723122129.1631955,216992595.38059306
2021-11-26 00:00:00 UTC,4.219899550992719,763238747.1789956,209135397.00446603
