,Base Date,Date,Base Price,Forecast,Percentage Change,Market Cap,Total Volume
0,2023_06_05,2023_06_06,0.2934480411512457,0.2935433118428183,0.03246594906507472,357408227.2233269,29089811.129067183
1,2023_06_05,2023_06_07,0.2934480411512457,0.29428602063209985,0.2855631537244774,357408227.2233269,29089811.129067183
2,2023_06_05,2023_06_08,0.2934480411512457,0.2947702298922623,0.4505699666044638,357408227.2233269,29089811.129067183
3,2023_06_05,2023_06_09,0.2934480411512457,0.2953576490296181,0.6507482111247631,357408227.2233269,29089811.129067183
4,2023_06_05,2023_06_10,0.2934480411512457,0.29590386005032254,0.8368837254603134,357408227.2233269,29089811.129067183
5,2023_06_05,2023_06_11,0.2934480411512457,0.2964665240397169,1.0286260138691716,357408227.2233269,29089811.129067183
6,2023_06_05,2023_06_12,0.2934480411512457,0.2970226189305765,1.2181297122676904,357408227.2233269,29089811.129067183
